service_id,date,exception_type
"4313_244618","20230704","1"
"4313_244618","20230705","1"
"4313_244618","20230706","1"
"4313_244618","20230707","1"
"4313_244618","20230708","1"
"4313_244618","20230710","1"
"4313_244618","20230711","1"
"4313_244618","20230712","1"
"4313_244618","20230713","1"
"4313_244618","20230714","1"
"4313_244618","20230715","1"
"4313_244618","20230717","1"
"4313_244618","20230718","1"
"4313_244618","20230719","1"
"4313_244618","20230720","1"
"4313_244618","20230721","1"
"4313_244618","20230722","1"
"4313_244618","20230724","1"
"4313_244618","20230725","1"
"4313_244618","20230726","1"
"4313_244618","20230727","1"
"4313_244618","20230728","1"
"4313_244618","20230729","1"
"4313_244618","20230731","1"
"4313_244618","20230801","1"
"4313_244618","20230802","1"
"4313_244618","20230803","1"
"4313_244618","20230804","1"
"4313_244618","20230805","1"
"4313_244618","20230807","1"
"4313_244618","20230808","1"
"4313_244618","20230809","1"
"4313_244618","20230810","1"
"4313_244618","20230811","1"
"4313_244618","20230812","1"
"4313_244618","20230814","1"
"4313_244618","20230816","1"
"4313_244618","20230817","1"
"4313_244618","20230818","1"
"4313_244618","20230819","1"
"4313_244618","20230821","1"
"4313_244618","20230822","1"
"4313_244618","20230823","1"
"4313_244618","20230824","1"
"4313_244618","20230825","1"
"4313_244618","20230826","1"
"4313_244618","20230828","1"
"4313_244618","20230829","1"
"4313_244618","20230830","1"
"4313_244618","20230831","1"
"4313_244618","20230901","1"
"4313_244618","20230902","1"
"4313_244618","20230904","1"
"4313_244618","20230905","1"
"4313_244618","20230906","1"
"4313_244618","20230907","1"
"4313_244618","20230908","1"
"4313_244618","20230909","1"
"4313_244618","20230911","1"
"4313_244618","20230912","1"
"4313_244618","20230913","1"
"4313_244618","20230914","1"
"4313_244618","20230915","1"
"4313_244618","20230916","1"
"4313_244618","20230918","1"
"4313_244618","20230919","1"
"4313_244618","20230920","1"
"4313_244618","20230921","1"
"4313_244618","20230922","1"
"4313_244618","20230923","1"
"4313_244618","20230925","1"
"4313_244618","20230926","1"
"4313_244618","20230927","1"
"4313_244618","20230928","1"
"4313_244618","20230929","1"
"4313_244618","20230930","1"
"4313_244618","20231002","1"
"4313_244618","20231003","1"
"4313_244618","20231004","1"
"4313_244618","20231005","1"
"4313_244618","20231006","1"
"4313_244618","20231007","1"
"4313_244618","20231009","1"
"4313_244618","20231010","1"
"4313_244618","20231011","1"
"4313_244618","20231012","1"
"4313_244618","20231013","1"
"4313_244618","20231014","1"
"4313_244618","20231016","1"
"4313_244618","20231017","1"
"4313_244618","20231018","1"
"4313_244618","20231019","1"
"4313_244618","20231020","1"
"4313_244618","20231021","1"
"4313_244618","20231023","1"
"4313_244618","20231024","1"
"4313_244618","20231025","1"
"4313_244618","20231026","1"
"4313_244618","20231027","1"
